一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,消化内科,毛圆线虫病,消化内科、感染科,贫血、食欲缺乏、腹痛、腹胀、腹泻、营养不良、头昏、乏力、失眠,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,是,0.003%,40%,1-2个月,https://tag.120ask.com/jibing/myxcb/
内科,消化内科,小儿普通易变型免疫缺陷,儿内科,淋巴结肿大、脾肿大,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000,否,0.005%,75%,2-3月,https://tag.120ask.com/jibing/xeptybxmyqx/
内科,消化内科,小儿急性血行播散型肺结核,感染科,高热、盗汗 、食欲不振、小儿咳嗽、咳嗽、发绀、消瘦、紫癜、头痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,是,0.001%,70%,30天,https://tag.120ask.com/jibing/xejxxxbsxfjh/
内科,消化内科,弥漫性食管痉挛,消化内科,胸骨后疼痛、吞咽困难、食管痉挛、反胃、吞咽时发生晕厥、呛咳、胸痛、吞咽时胸痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约1000-3000元,否,0.06%,90%,2-4周,https://tag.120ask.com/jibing/mmxsgjl/
内科,消化内科,湄公血吸虫病,消化内科、传染科,发烧、腹泻、腹痛、肝脾肿大、肝肿大、脾肿大、腹胀、烂桃样血痰、右下腹压痛、感染性发热,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,是,0.0001%,30%,30天,https://tag.120ask.com/jibing/gxxcb/
内科,消化内科,盲肠肉芽肿,肛肠外科,腹痛、腹泻、右下腹可触及柔软腊肠样肿块、大便次数增多、稀糊状大便,多见于青壮年,饮食、药物、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.05%,90%,3-6周,https://tag.120ask.com/jibing/mcryz/
内科,消化内科,棉子中毒,急诊科,恶心与呕吐、头痛、腹痛、腹胀、便秘、发烧、腹泻、咽痛、食欲不振,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.0001%,80%,2-4周,https://tag.120ask.com/jibing/mzzd/
内科,消化内科,盲袢综合征,普外科,腹痛、腹胀、恶心、呕吐,所有人群均可发病,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.002%,40%,1-2个月,https://tag.120ask.com/jibing/mangzonghezheng/
内科,消化内科,灭虫灵中毒,急诊科,有灭虫灵药物接触史、头痛头晕、恶心呕吐、腹痛腹泻、乏力、精神萎靡、面色苍白、口唇青紫、抽搐,所有人群,洗胃治疗、导泻催吐治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 10000元）,否,误服灭虫灵或者使用灭虫灵打虫人员，发生率约3-5%,70-80%,4-6周,https://tag.120ask.com/jibing/mclzd/
内科,消化内科,门静脉高压性胃病,消化内科、胃肠外科,贫血、胃镜下表现出广泛黏膜红斑、呕血、黑便、上消化道出血,门脉高压症患者,药物、介入治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,肝病患者中本病发生率约为0.3%-0.5%,,1-3个月,https://tag.120ask.com/jibing/mjmgyxwb/
内科,消化内科,小儿内脏幼虫移行症,儿科,发烧、气短、咳嗽、头痛、咳痰、疲劳、牵涉痛、咯血,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.0001%--0.0003%,60-70%,3-6个月,https://tag.120ask.com/jibing/xenzycyxz/
内科,消化内科,尼曼－匹克氏病,神经内科,贫血、营养不良、食欲不振、震颤、惊厥、痴呆、眼肌瘫痪 、呕吐、婴儿喂养困难,先天婴幼儿,药物治疗、中药治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.00001%,80%,1--6个月,https://tag.120ask.com/jibing/nmpksb/
内科,消化内科,门静脉海绵样变,血管外科,反复呕血、柏油便、脾功能亢进、脾大、阻塞性黄疸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.008%,70%,3-6月,https://tag.120ask.com/jibing/mjmhmyb/
内科,消化内科,拟除虫菊类农药中毒,急诊科,口及咽部烧灼感、恶心与呕吐、腹痛、斑疹、丘疹、瞳孔固定、昏迷、头痛、肌肉跳动,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.01%,60%,1-2周,https://tag.120ask.com/jibing/nccjlnyzd/
内科,消化内科,木薯中毒,急诊科,心悸、四肢无力、疲乏、恶心与呕吐、腹痛、头晕、嗜睡、呼吸困难、心跳加快、对光反应消失、心音低钝、肝脏肿大,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.0001%,70%,1-7天,https://tag.120ask.com/jibing/mszd/
内科,消化内科,门脉高压性肠病,消化内科,便血、胃肠道出血、腹部不适、腹痛、门脉高压、脾肿大,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.001%,10%,1-2个月,https://tag.120ask.com/jibing/mmgyxcb/
内科,消化内科,小儿维斯科特-奥尔德里奇综合,儿科、血液科,出血倾向、反复感染、湿疹、淋巴结肿大、脑膜炎、咯血、免疫缺陷、败血症、溶血性贫血、血管炎、肝肿大、血小板减少,婴幼儿,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.002%,40%,1-3个月,https://tag.120ask.com/jibing/xewsktaedlqzhz/
内科,消化内科,囊性纤维化,消化内科、肝胆外科,肝肿大、门脉高压、阻塞性黄疸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约3000-5000元,否,0.01%,50%,2--8周,https://tag.120ask.com/jibing/nxxwh/
内科,消化内科,Plummer-Vinson综合征,消化内科,吞咽困难、咽部异物感、贫血、匙状指（趾）、心悸、疲劳、食欲异常、舌炎、咽炎、舌炎、龈炎,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.05%,60%,2-5月,https://tag.120ask.com/jibing/plummervinsonzhz/
内科,消化内科,膀胱气痛,泌尿外科,妇女妊娠期间及产后心痛、小腹痛、血气痛,女性人群,中医药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.5%,75%,2-4周,https://tag.120ask.com/jibing/bqt/
内科,消化内科,脑肝肾综合征,神经内科,颅面骨畸形、面部畸形、眶周水肿、抽搐、黄疸、肝肿大,婴幼儿,支持疗法,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,特定人群20%,80%,3-4月,https://tag.120ask.com/jibing/ngszhz/
内科,消化内科,贲门失弛缓症,心胸外科,吞咽困难、胃食管反流症状、胸骨后疼痛、中上腹持续性疼痛、贲门弛缓、食管体平滑肌部分蠕动停止、食管蠕动功能减弱、胸骨下端压痛、体重减轻,20~50岁的青壮年,　手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.012%,70%,7-10天,https://tag.120ask.com/jibing/mschz/
内科,消化内科,小儿原发性免疫缺陷病,血液科,反复感染、湿疹、脱发、脓疱、免疫力下降、血小板减少性紫癜、溶血性贫血、感染性发热、感染性鼻炎、眼部感染、细菌感染、肺部感染,婴幼儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.01%,80%,3个月,https://tag.120ask.com/jibing/xeyfxmyqxb/
内科,消化内科,脾劳,中医科,心腹痞满、呕吐吞酸、面色痿黄、心腹常痛、大便泄利、手足逆冷、骨节酸疼、日渐消瘦,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.01%,70%,1-3个月,https://tag.120ask.com/jibing/pilao/
内科,消化内科,盆底综合征,普外科,便秘、里急后重、排便困难、疼痛、直肠脱垂,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,发病率约为0.004%-0.006%,,1-2个月,https://tag.120ask.com/jibing/pdzhz/
内科,消化内科,脾囊肿,消化内科,腹胀、腹部肿块、腹痛、消化不良,中青年、青年多见,药物、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,否,0.01%,70%,2周--6个月,https://tag.120ask.com/jibing/pinangzhong/
内科,消化内科,硼酸中毒,急诊科,恶心与呕吐、腹痛、腹泻、便血、发烧、休克、粪便带绿色、脱水、脱皮、剥脱性皮炎、充血、视力障碍,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.02%,95%,3-6周,https://tag.120ask.com/jibing/pszd/
内科,消化内科,诺瓦克病毒性胃肠炎,消化内科,腹泻、呕吐、恶心、水样便、稀便、食欲减退、乏力、低热、头痛、腹痛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.003%,50%,3个月,https://tag.120ask.com/jibing/nwkbdxwcy/
内科,消化内科,诺沃克类病毒胃肠炎,消化内科,呕吐、腹泻、黄色稀水便、低热、头痛、肌痛、乏力及食欲减退,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 1000元）,是,本病发病率约为0.002%-0.004%，夏季多见,70%,1-3个月,https://tag.120ask.com/jibing/nwklbdwcy/
内科,消化内科,脾虚泄泻,中医科、消化内科,脘痞腹胀、腹满便溏、泻下不消化物、消瘦、身弱怯冷、面色萎黄、手足皆冷、纳差、疲乏无力,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.01%,80%,3个月,https://tag.120ask.com/jibing/pxxx/
内科,消化内科,脾大,消化内科,左侧腹痛、腹胀、头晕、右上腹痛,有肝病、血液病的患者易发,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约5000--10000元,否,0.1%,90%,180天,https://tag.120ask.com/jibing/pida/
内科,消化内科,脾约,中医科,小便多、大便硬、数日不行、口干口臭、腹胀,所有人群,药物治疗,据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.01%,99%,15-30天,https://tag.120ask.com/jibing/piyue/
内科,消化内科,脾-肝综合征,消化内科,腹泻、肝功能受损、脾肿大、脾大、贫血、乏力、消化不良、腹胀、厌食、恶心、全血细胞减少、肝脏肿大,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0001%,50%,3个月,https://tag.120ask.com/jibing/pgzhz/
内科,消化内科,小儿遗传性血管神经性水肿,儿内科、心血管内科,喉头水肿、腹泻、水肿、呕吐、肠痉挛、皮下组织水肿,婴幼儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,有家族史，总体发病率约0.0001%,,5-10年,https://tag.120ask.com/jibing/xeycxxgsjxsz/
内科,消化内科,痞满,中医科,胃脘胸膈闷胀、压之不痛、饮食减少、进食加重、大便不调,生活不规律、暴饮暴食、情绪抑郁人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（200 —— 1000元）,否,0.01%,90%,1个月,https://tag.120ask.com/jibing/piman/
内科,消化内科,其他弧菌感染,消化内科,腹泻、腹痛、腹胀、发烧、淋巴液流出、脱水、伤口感染、反复高热,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（2000 —— 5000元）,否,本病一般饮食不当引起，一般概率在2%左右,,1周时间可以治愈。,https://tag.120ask.com/jibing/qthjgr/
内科,消化内科,葡萄球菌性食物中毒,消化内科、急诊科,恶心与呕吐、上腹部疼痛、腹泻、水样便、腹胀、脱水、排便频率异常、腹痛、肌肉痉挛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.32%,80%,1-7天,https://tag.120ask.com/jibing/ptqjxswzd/
内科,消化内科,其他沙门菌感染,消化内科,恶心与呕吐、腹痛、腹泻、水样便、发热伴寒战、休克、食欲缺乏,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（2000 —— 5000元）,否,人群患病概率8%,,治疗周期7天,https://tag.120ask.com/jibing/qtsmjgr/
内科,消化内科,脐膨出-巨舌-巨大躯体综合征,消化内科,腹胀、脐突、消瘦、肢体过度肥大、言语功能的部分丧失、低血糖症、脐尿管残余、抽搐、意识丧失、颜面的火焰状母斑、膈肌缺损 、阴蒂肥大,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.003%,40%,1-3个月,https://tag.120ask.com/jibing/qpcjsjdqtzhz/
内科,消化内科,嵌杯样病毒胃肠炎,消化内科、感染科,恶心与呕吐、腹泻、腹痛、头痛、周身不适、发烧、皮疹,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,是,0.001%,45%,1年,https://tag.120ask.com/jibing/qbybdwcy/
内科,消化内科,干呕,消化内科,呕而有声无物吐出、口苦、腹胀、腹满、腹痛、舌苔黄、口淡不渴、厌食、大便溏泄,所有人群,饮食、药物、中医治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,40%,90%,20-30天,https://tag.120ask.com/jibing/ganou/
内科,消化内科,脐炎,普外科,脐带脱落后伤口不愈并溢液、脐残端黏液或脓性分泌物、脐周疼痛、脐周红肿变硬、脐周肿胀、发烧、脐窝内积脓、发热、脐窝湿润有臭味、脐窝内有肉芽组织增生、面色苍白,新生儿、成人均可见,药物、理疗、引流治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.3%--0.5%,85%治愈,2-5周,https://tag.120ask.com/jibing/qiyan/
内科,消化内科,强碱类中毒,消化内科,皮肤弥漫性红肿、水泡、溃疡、咽痛、口吐白沫、恶心与呕吐、肺含水量增加、腹痛、咽炎、舌炎、龈炎、头痛、呕血与黑便、口腔痛,所有群体,病因治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.008%-0.01%(多为蓄意自杀者),70%,4-8周,https://tag.120ask.com/jibing/qjlzd/
内科,消化内科,气痢,中医科,排水样血性大便、腹胀、肠鸣、里急后重、小便不易排空,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.005%,70%,1-3周,https://tag.120ask.com/jibing/qili/
内科,消化内科,强酸、强碱中毒,急诊科,口咽部水疱状损害、口腔溃疡、咽部灼热疼痛、口及咽部烧灼感、腹痛、腹泻、口痛、头痛、急性肾衰竭、紫绀、昏迷、晕厥,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.001%,68%,6-12周,https://tag.120ask.com/jibing/qsqjzd/
内科,消化内科,缺血性肝炎,消化内科,口唇发黄、大块肝细胞坏死、右上腹痛、乙肝e抗体（抗HBe）阳性、肝糖异生增加、腹痛、乙肝e抗原（HBeAg）阳性、食欲下降、炎性细胞浸润、肝被膜紧张、黄疸、球蛋白异常,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.1%,60%,30天,https://tag.120ask.com/jibing/qxxgy/
内科,消化内科,气秘,消化内科、中医科,大便粘腻、胀感、排便困难、下腹胀痛、腹痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约100-300,否,3%,90%,3-6周,https://tag.120ask.com/jibing/qimi/
内科,消化内科,倾倒综合征,消化内科,稍食即饱感、上腹部胀满不适、恶心呕吐、腹部绞痛、肠鸣音增加、腹泻、心悸、心动过速、出汗、眩晕、苍白、发热、无力、血压降低,发生于任何类型的胃部手术之后，以Billroth Ⅱ式胃大部切除术后更为多见,饮食、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,35%(胃大部切除者本病的发生率约为35%),85%(改善饮食习惯即可),终身治疗,https://tag.120ask.com/jibing/qdzhz/
内科,消化内科,缺血性结肠炎,胃肠外科,腹胀、肠鸣、腹部压痛、发热、腹痛、腹泻、恶心、呕吐、结肠膨胀、高热,多在五十岁以上,药物、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.014%,60%,7-21天,https://tag.120ask.com/jibing/qxxjcy/
内科,消化内科,气胀,消化内科,胀感、麻痹性肠梗阻、结肠梗阻、腹胀、胃肠气胀,所有 人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约500-1000元,否,0.001%,80%,5天,https://tag.120ask.com/jibing/qizhang/
内科,消化内科,心原性肝硬化,肝病科,黄疸、全身乏力、纳差、恶心呕吐、呕血、蜘蛛痣、腹水、颈静脉怒张、腹壁静脉怒张、脾大、心悸胸闷,肝病患者,药物治疗、支持疗法,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.0004%,,终身间歇性对症治疗,https://tag.120ask.com/jibing/xyxgyh/
内科,消化内科,纤维化综合征,风湿免疫科,便秘、肠出血、恶心、腹膜后纤维化、腹痛、腹泻、全腹痛、吞咽困难,中老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（400 —— 1000元）,否,0.0002%,30%,3个月,https://tag.120ask.com/jibing/xwhzhz/
内科,消化内科,汽油、煤油中毒,急诊科,烧灼性疼痛、恶心与呕吐、腹痛、便血、腹泻、胸痛、头痛、休克、晕厥、咳嗽、紫绀、心悸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.5%,90%(本病经过有效治疗后大部分能够缓解),2-5周,https://tag.120ask.com/jibing/qymyzd/
内科,消化内科,驱蛔灵中毒,急诊科,恶心与呕吐、面色苍白、头痛、高热、支气管痉挛、血压下降、眩晕、共济失调、舞蹈病样动作、听力减退、眼球震颤、惊厥,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,发病率约为0.001%--0.002%多见于儿童，因服用驱虫剂过多所致,80-90%，对症治疗,1-2周,https://tag.120ask.com/jibing/qhlzd/
内科,消化内科,热带口炎性腹泻,消化内科,腹痛、腹泻、粪便量多、口炎、乏力,好发于热带居民，任何年龄均可罹病,饮食、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,发病率约为0.05%-0.07%，见于热带雨林旅游人群,90%,1周,https://tag.120ask.com/jibing/rdkyxfx/
内科,消化内科,憩室病,消化内科,腹痛伴便血、急性腹痛、排便困难、排便障碍、腹痛伴腹泻、腹泻,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0001%,60%,10-30天,https://tag.120ask.com/jibing/shibing/
内科,消化内科,缺铁性吞咽困难,消化科,食用硬的食物时感觉梗阻感，间歇性的吞咽困难,青壮年妇女,药物治疗、内窥镜治疗,根据不同医院，收费标准不一致，市三甲医院约（200 —— 1000元）,否,0.006%--0.009%(多见于缺铁性贫血患者),72%,10天-20天,https://tag.120ask.com/jibing/qtxtykn/
内科,消化内科,热带性口炎性腹泻,消化内科,体重减轻、腹泻、乏力、口炎、舌炎、唇干裂、营养代谢缺乏、贫血、营养不良性水肿、脂肪泻,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（100-500元）,否,0.001%,90%,1-2周,https://tag.120ask.com/jibing/rdxkyxfx/
内科,消化内科,妊娠合并急性阑尾炎,产科、普外科,孕妇非妊娠原因的腹痛、阑尾穿孔、腹膜炎、阵发性子宫收缩,孕妇,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.006%,80%,7-14天,https://tag.120ask.com/jibing/rshbjxlwy/
内科,消化内科,缺血性肠绞痛,胃肠外科,腹痛、腹部不适、恶心呕吐、体重减轻、绞痛、营养不良、腹泻、消瘦、腹胀,大于45岁,药物、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,否,0.005%,60%,3个月,https://tag.120ask.com/jibing/qxxcjt/
内科,消化内科,热秘,中医科,便秘、大便干结呈算盘珠状、口臭、口干、小便短赤、口舌生疮、面红目赤,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,1%,90%,15-30天,https://tag.120ask.com/jibing/remi/
内科,消化内科,妊娠合并急性胰腺炎,肝胆外科、产科,腹胀、腹痛伴恶心、呕吐、腹痛发热及黄疸、上腹部疼痛、上腹及腰背部有“束带感”、脐周皮肤青紫色,孕妇人群,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约5000--10000,否,0.005%,89%,3-6周,https://tag.120ask.com/jibing/rshbjxyxy/
内科,消化内科,乳头状腺瘤,乳腺外科,脱水、排便不尽感、排出粘液、解大便未尽感觉、循环衰竭、酸中毒,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-30000元）,否,0.003%,40%,1-3个月,https://tag.120ask.com/jibing/rtzxl/
内科,消化内科,妊娠合并肠梗阻,产科、普外科,孕妇非妊娠原因的腹痛、腹胀、胃肠气胀、呕吐、排便障碍、停止排气,孕妇,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,发病率约为0.008%-0.01%,,4-6周,https://tag.120ask.com/jibing/rshbcgz/
内科,消化内科,妊娠合并消化性溃疡,消化内科、普外科,中上腹痛、冒酸、打嗝、黑大便,情绪长期紧张、胃酸过多的人群易发,药物治疗、饮食调节、生活习惯改善,根据不同医院，收费标准不一致，市三甲医院约（1000—— 5000元）,否,在特定人群发病率在0.5%,,2-5周,https://tag.120ask.com/jibing/rshbxhxky/
内科,消化内科,妊娠合并肝硬化,消化内科、产科,乏力、食欲减退、上腹部疼痛、肝掌、蜘蛛痣、脾大、呕血与黑便、膨胀性肝脏搏动、肝细胞坏死 、腹壁静脉怒张,孕妇,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,1.3%,30天,https://tag.120ask.com/jibing/rshbgyh/
内科,消化内科,妊娠期肝血肿及破裂,肝胆外科、产科,右上腹痛、肝被膜紧张、肝被膜血肿破裂 、腹膜刺激征、移动性浊音、腹腔出血,孕妇,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,妊娠妇女发病率约为0.01%--0.02%,75-85%,1-2个月,https://tag.120ask.com/jibing/rsqgxzjpl/
内科,消化内科,鹦鹉热衣原体肺炎,呼吸内科,发烧、头痛、寒战、咯血、身痛、小儿发热、脾肿大、呼吸衰竭、咳血痰、心音异常、肝肿大、肺源性呼吸困难,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.003%,60%,2-4个月,https://tag.120ask.com/jibing/ryytfy/
内科,消化内科,瑞氏综合症,神经内科,低血糖症、头痛、昏迷、脱水、晕厥、恶心与呕吐、肝肿大、呼吸异常、脑水肿、烦躁不安、嗜睡、惊厥,所有群体,病因治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.0001%,30%,3个月,https://tag.120ask.com/jibing/rszhz/
内科,消化内科,SARS的胃肠道感染,消化内科,恶心与呕吐、食欲减退、腹泻、水样便、发烧、腹痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,是,0.002%-0.004%,65%-75%,4-8周,https://tag.120ask.com/jibing/sarsdwcdgr/
内科,消化内科,上消化道出血,消化内科,呕血与黑便、心悸、冷汗、烦躁不安、面色苍白、心率增快、血压下降、易昏厥、消化不良、粪便黑色并带有血液、大便呈褐色、便血,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,2%,90%,2-4月,https://tag.120ask.com/jibing/sxhdcx/
内科,消化内科,妊娠性急性阑尾炎,产科,右下腹痛、恶心、呕吐、恶心与呕吐、阑尾组织纤维化、右上腹持续性剧痛并向右肩部放射、妊娠时伴有腹痛的阴道流血、妊娠时持续性腹痛或腰酸腰痛、妊娠晚期或临产时无痛性反复阴道流血、孕妇非妊娠原因的腹痛、孕晚期腹痛、腹胀,孕妇,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.1--0.3%,50--80%,7--21天,https://tag.120ask.com/jibing/rsxjxlwy/
内科,消化内科,药物性呼吸衰竭,呼吸内科,呼吸困难、昏迷、呼吸异常、烦躁不安、呼吸性碱中毒、呼吸速率减慢且规则、心脏功能突然失代偿、肺癌胸水、劳力性呼吸困难、气息异常、代谢性酸中毒、叹息样呼吸,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,70%,10--21天,https://tag.120ask.com/jibing/ywxhxsj/
内科,消化内科,砷中毒,急诊科,咽部灼热疼痛、咳声嘶哑、腹痛、惊厥、呼吸困难、四肢麻木、无力、衰弱、肢体远端出现腕垂踝垂、皮肤潮红肿胀、食欲不振、口燥咽干,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.01%,5-10%,15--30天,https://tag.120ask.com/jibing/shenzhongdu/
内科,消化内科,日本血吸虫病,消化内科、传染科,皮炎、皮肤瘙痒、腹胀、肝脾肿大、疲劳、恶心与呕吐、胸痛、丘疹、红斑样皮疹、呕吐、脾肿大、咳嗽,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,是,0.05%,85%,2-4月,https://tag.120ask.com/jibing/rbxxcb/
内科,消化内科,肉孢子虫病,感染科,腹泻、腹痛、恶心与呕吐、肌痛、发烧、疲劳,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.002%,70%,1-3月,https://tag.120ask.com/jibing/rzcb/
内科,消化内科,神经性肠梗阻综合症,消化内科,便秘伴剧烈腹痛、蛔虫性肠梗阻、排便障碍、孕妇非妊娠原因的腹痛、原发性便秘、直肠重复畸形、气过水声、小肠扩张充气、腹部肿块、直肠与肛门狭窄、结肠梗阻、排气障碍,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.01%,60%,3-7天,https://tag.120ask.com/jibing/sjxcgzzhz/
内科,消化内科,肾上腺素中毒,肾内科,恶心与呕吐、面色苍白、心动过速、肌肉纤维震颤、惊厥、步态不稳、高热寒战、出汗异常、心脏震颤、休克、瞳孔异常、头痛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.0013%,70%,1-7天,https://tag.120ask.com/jibing/ssxszd/
内科,消化内科,乙醚中毒,急诊科,恶心与呕吐、面色青紫、血压下降、呼吸不规则、颅内出血、蛋白尿、管型尿、流涎、胃扩张、颜面潮红、呼吸困难、惊厥,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-3000元）,否,0.06%,30%,7-10天,https://tag.120ask.com/jibing/ymzd/
内科,消化内科,十二指肠白点综合征,消化内科,恶心与呕吐、食欲异常、纳差、嗳气、脂肪泻、上腹部疼痛、消化性溃疡,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.002%-0.003%,60%,3-6个月,https://tag.120ask.com/jibing/sezcbdzhz/
内科,消化内科,杀鼠剂中毒,急诊科,抽搐、惊厥、烦躁不安、腹痛、恶心与呕吐、咯血、便血、出血倾向、血尿、鼻出血、呕血,所有群体,病因治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.01%,20--50%,7-21天,https://tag.120ask.com/jibing/ssjzd/
内科,消化内科,阴沟肠杆菌感染,消化内科,发烧、皮肤软组织感染、泌尿系感染、免疫力降低、休克、昏迷、恶心与呕吐、尿频伴尿急和尿痛、腰酸背痛、菌血症、败血症、呼吸急促,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,是,0.004%--0.005%,60-75%,4-8周,https://tag.120ask.com/jibing/ygcgjgr/
